Year,District,Crime Category,Number of Cases,"Crime Rate per 100,000",Crime Severity,Crime Time,Crime Location,Weather Condition,Unemployment Rate (%),Poverty Level (%),Festival/Event,Population Density (per km²),Literacy Rate (%),Crime Hotspot,Repeat Offenses
2019,Ramanathapuram,Theft,1003,47.76,High,Morning,Industrial Zone,Foggy,11.25,14.87,No Event,5170,83.74,No,1
2021,Salem,Domestic Violence,798,29.56,Medium,Night,Highway,Foggy,11.86,22.79,Independence Day,3073,80.12,No,1
2021,Karur,Fraud,1095,34.22,High,Morning,Urban Area,Cloudy,5.35,24.23,Pongal,1978,67.79,No,1
2021,Salem,Domestic Violence,1142,12.28,High,Afternoon,Residential Area,Stormy,5.88,32.04,Diwali,764,84.3,No,1
2020,Namakkal,Domestic Violence,570,10.96,Medium,Evening,Commercial Area,Cloudy,8.84,32.97,Diwali,9351,69.31,No,1
2020,Namakkal,Fraud,63,4.85,Low,Evening,Rural Area,Stormy,4.61,14.45,No Event,3384,76.88,No,1
2021,Tirunelveli,Domestic Violence,989,11.92,High,Morning,Industrial Zone,Stormy,8.62,12.95,Christmas,12183,84.11,No,1
2021,Kanyakumari,Burglary,415,8.47,Medium,Night,Highway,Foggy,10.91,24.67,Temple Festival,11723,85.21,No,1
2021,Nilgiris,Assault,978,21.26,High,Evening,Urban Area,Rainy,4.06,18.24,No Event,984,78.51,Yes,4
2021,Ariyalur,Cyber Crime,133,1.37,Low,Evening,Rural Area,Foggy,4.87,21.06,Temple Festival,8106,81.33,No,1
2020,Vellore,Robbery,448,5.33,Medium,Morning,Industrial Zone,Foggy,3.9,18.21,Temple Festival,2645,76.67,No,1
2021,Namakkal,Drug Offenses,780,26.9,Medium,Night,Rural Area,Rainy,7.39,17.13,Christmas,6109,71.63,No,1
2021,Coimbatore,Theft,753,18.37,Medium,Night,Rural Area,Rainy,6.88,13.84,Temple Festival,6014,85.12,No,1
2021,Ramanathapuram,Cyber Crime,405,4.5,Medium,Afternoon,Commercial Area,Foggy,3.81,13.56,Pongal,12097,79.8,No,1
2021,Erode,Fraud,304,30.4,Low,Morning,Highway,Sunny,9.92,22.53,Temple Festival,13720,72.87,No,1
2020,Dharmapuri,Theft,287,16.88,Low,Night,Rural Area,Stormy,4.81,11.98,Diwali,13253,72.96,No,1
2021,Namakkal,Burglary,844,8.98,High,Evening,Residential Area,Stormy,9.84,19.58,Pongal,13288,82.51,No,1
2019,Dharmapuri,Theft,236,2.51,Low,Morning,Industrial Zone,Sunny,7.05,17.46,Independence Day,11642,65.63,No,1
2020,Tiruvannamalai,Domestic Violence,445,8.09,Medium,Evening,Residential Area,Stormy,8.47,28.97,Christmas,8477,88.5,No,1
2019,Villupuram,Murder,316,4.05,Low,Afternoon,Industrial Zone,Foggy,4.8,10.56,Diwali,9602,83.43,No,1
2021,Namakkal,Kidnapping,1028,10.71,High,Morning,Urban Area,Rainy,11.51,16.91,No Event,9288,70.5,No,1
2021,Tiruvarur,Assault,1024,12.49,High,Night,Highway,Cloudy,11.83,22.76,Pongal,13859,72.73,No,1
2020,Perambalur,Domestic Violence,1105,12.28,High,Morning,Commercial Area,Foggy,11.79,24.9,Diwali,8203,92.58,No,1
2021,Chennai,Burglary,148,2.74,Low,Afternoon,Residential Area,Stormy,7.86,15.75,Diwali,6451,75.4,No,1
2020,Cuddalore,Assault,1139,42.19,High,Afternoon,Highway,Sunny,10.1,13.78,Pongal,6321,93.05,No,1
2020,Karur,Robbery,349,12.46,Low,Evening,Urban Area,Sunny,11.14,34.42,No Event,6353,69.83,No,1
2019,Ariyalur,Domestic Violence,1145,38.17,High,Evening,Highway,Stormy,8.55,33.54,Diwali,9721,81.76,No,1
2021,Sivagangai,Kidnapping,209,6.74,Low,Morning,Urban Area,Stormy,3.6,32.51,Pongal,2350,82.01,No,1
2020,Tiruchirappalli,Burglary,595,14.17,Medium,Afternoon,Residential Area,Foggy,9.66,29.53,Independence Day,11239,68.38,No,1
2021,Villupuram,Domestic Violence,1062,13.79,High,Morning,Urban Area,Rainy,4.78,32.24,Pongal,6315,70.49,No,1
2021,Virudhunagar,Assault,945,11.67,High,Afternoon,Industrial Zone,Foggy,6.88,19.35,Pongal,10940,83.84,No,1
2021,Krishnagiri,Domestic Violence,131,2.43,Low,Afternoon,Industrial Zone,Foggy,11.55,31.4,Temple Festival,10515,90.12,No,1
2020,Cuddalore,Robbery,629,31.45,Medium,Morning,Industrial Zone,Stormy,8.67,18.47,Diwali,6415,75.11,No,1
2019,Villupuram,Assault,424,26.5,Medium,Night,Rural Area,Foggy,11.15,32.78,Pongal,11511,70.97,No,1
2019,Thoothukudi,Murder,339,4.4,Low,Morning,Highway,Foggy,5.67,22.1,Pongal,2887,67.27,No,1
2019,Kanyakumari,Murder,623,8.77,Medium,Afternoon,Commercial Area,Rainy,5.31,15.77,Diwali,9843,85.73,No,1
2020,Dharmapuri,Theft,870,22.89,High,Night,Residential Area,Rainy,6.36,12.9,Diwali,8963,70.42,No,1
2020,Nagapattinam,Domestic Violence,995,10.47,High,Evening,Residential Area,Sunny,10.99,30.65,Diwali,8217,84.28,No,1
2019,Nilgiris,Assault,289,3.57,Low,Afternoon,Urban Area,Foggy,7.04,26.67,Temple Festival,2600,83.12,No,1
2019,Tiruvarur,Kidnapping,717,8.15,Medium,Morning,Residential Area,Stormy,6.53,14.53,Diwali,2140,68.57,No,1
2019,Dindigul,Drug Offenses,956,56.24,High,Morning,Industrial Zone,Stormy,4.48,30.07,No Event,10140,68.82,No,1
2020,Perambalur,Fraud,543,19.39,Medium,Night,Commercial Area,Foggy,8.93,12.34,Temple Festival,14447,73.57,No,1
2020,Krishnagiri,Kidnapping,960,50.53,High,Morning,Commercial Area,Sunny,4.57,34.03,Pongal,7150,76.92,No,1
2021,Perambalur,Fraud,507,5.7,Medium,Evening,Industrial Zone,Foggy,5.25,32.26,Diwali,8282,73.68,No,1
2021,Ramanathapuram,Domestic Violence,986,25.28,High,Afternoon,Rural Area,Cloudy,5.45,33.67,Independence Day,5448,83.46,No,1
2020,Dindigul,Theft,965,15.56,High,Morning,Residential Area,Stormy,11.88,31.21,No Event,6434,93.91,No,1
2019,Villupuram,Assault,352,9.51,Low,Afternoon,Urban Area,Cloudy,7.24,28.09,Independence Day,1655,78.2,No,1
2021,Villupuram,Cyber Crime,241,3.95,Low,Afternoon,Industrial Zone,Sunny,8.45,26.56,Pongal,1493,68.94,No,1
2020,Tiruchirappalli,Fraud,1069,28.89,High,Night,Highway,Stormy,3.23,22.77,Temple Festival,8157,77.31,No,1
2020,Virudhunagar,Assault,423,9.2,Medium,Morning,Rural Area,Cloudy,3.55,33.99,Temple Festival,5897,77.36,No,1
2021,Thoothukudi,Murder,1149,17.95,High,Night,Urban Area,Foggy,5.99,10.69,Pongal,6122,65.96,Yes,2
2021,Nagapattinam,Robbery,655,24.26,Medium,Morning,Urban Area,Rainy,4.12,20.82,No Event,3388,65.88,No,1
2021,Cuddalore,Murder,84,1.33,Low,Night,Rural Area,Stormy,3.74,31.61,Independence Day,11345,82.06,No,1
2021,Nagapattinam,Fraud,162,2.08,Low,Evening,Commercial Area,Sunny,6.14,19.88,Temple Festival,8048,67.27,No,1
2019,Perambalur,Theft,1044,17.11,High,Afternoon,Industrial Zone,Stormy,9,16.07,No Event,12997,90.72,No,1
2019,Erode,Robbery,1101,15.29,High,Evening,Commercial Area,Cloudy,5.79,23.78,Independence Day,12090,76,Yes,2
2021,Dindigul,Drug Offenses,61,0.66,Low,Morning,Residential Area,Stormy,8.24,26.38,Christmas,1272,70.92,No,1
2020,Tiruchirappalli,Assault,1057,12.58,High,Afternoon,Highway,Rainy,7.92,19.07,No Event,13542,74.26,No,1
2021,Ariyalur,Drug Offenses,1020,51,High,Evening,Highway,Rainy,7.16,33.59,No Event,12109,91.8,No,1
2021,Dharmapuri,Domestic Violence,202,2.13,Low,Morning,Urban Area,Stormy,10.29,13.49,Pongal,3602,86.56,No,1
2021,Pudukkottai,Assault,1110,13.21,High,Night,Rural Area,Rainy,4.5,10.69,Independence Day,5586,80.05,No,1
2021,Villupuram,Robbery,556,8.83,Medium,Afternoon,Residential Area,Rainy,6.92,20.52,Christmas,10701,85.33,No,1
2021,Tirunelveli,Theft,928,38.67,High,Afternoon,Rural Area,Cloudy,3.05,17.88,Temple Festival,13054,67.5,No,1
2020,Tiruvarur,Robbery,676,12.52,Medium,Morning,Highway,Rainy,6.54,23.98,Pongal,13395,83.03,No,1
2020,Nagapattinam,Fraud,522,5.87,Medium,Night,Commercial Area,Rainy,5.35,10.93,Pongal,13274,79.61,No,1
2021,Chennai,Murder,922,40.09,High,Afternoon,Urban Area,Foggy,11.5,25.75,Independence Day,12646,90.12,No,1
2020,Dharmapuri,Assault,991,11.01,High,Morning,Rural Area,Sunny,10.08,10.72,Independence Day,11532,85.17,No,1
2021,Pudukkottai,Drug Offenses,686,7.22,Medium,Morning,Urban Area,Rainy,11.44,25.26,Temple Festival,5061,80.82,No,1
2020,Dharmapuri,Drug Offenses,550,8.46,Medium,Evening,Rural Area,Rainy,4.03,13.42,No Event,7364,92.77,No,1
2020,Tiruchirappalli,Assault,186,11.62,Low,Afternoon,Residential Area,Stormy,8.4,13.23,Pongal,8738,91.88,No,1
2021,Pudukkottai,Burglary,859,8.86,High,Evening,Rural Area,Cloudy,8.36,16.79,Temple Festival,3754,70.41,No,1
2019,Dindigul,Assault,1197,16.4,High,Morning,Urban Area,Cloudy,11.12,29.56,No Event,7645,85.46,No,1
2020,Namakkal,Cyber Crime,685,7.78,Medium,Evening,Commercial Area,Cloudy,10.02,31.5,Temple Festival,7307,94.37,No,1
2019,Thanjavur,Burglary,586,7.15,Medium,Evening,Industrial Zone,Sunny,8.74,11.28,Diwali,11400,79.65,No,1
2019,Salem,Murder,1021,51.05,High,Afternoon,Commercial Area,Sunny,3.7,22.94,Christmas,709,68.59,No,1
2021,Tirunelveli,Robbery,1164,23.28,High,Afternoon,Commercial Area,Cloudy,7.04,20,Temple Festival,13503,86.97,No,1
2021,Krishnagiri,Fraud,415,29.64,Medium,Night,Residential Area,Foggy,11.24,28.93,Pongal,7469,94.23,No,1
2019,Theni,Robbery,306,7.12,Low,Evening,Urban Area,Stormy,9.99,24.88,No Event,861,74.33,No,1
2021,Thanjavur,Drug Offenses,272,3.13,Low,Morning,Highway,Foggy,8.09,30.03,No Event,933,77.22,No,1
2020,Nagapattinam,Cyber Crime,619,14.4,Medium,Morning,Industrial Zone,Stormy,9.44,22.64,Christmas,2054,80.76,No,1
2021,Vellore,Kidnapping,473,5.99,Medium,Evening,Commercial Area,Cloudy,6.11,30.91,Independence Day,4346,68.74,No,1
2019,Pudukkottai,Domestic Violence,673,44.87,Medium,Afternoon,Industrial Zone,Stormy,5.42,33.5,No Event,12918,85.24,No,1
2019,Sivagangai,Fraud,833,14.88,High,Evening,Urban Area,Stormy,4.62,26.13,Temple Festival,14030,78.05,Yes,4
2020,Ariyalur,Kidnapping,280,11.67,Low,Morning,Rural Area,Cloudy,4.59,26.09,Independence Day,12218,72.97,No,1
2020,Nagapattinam,Cyber Crime,487,6.32,Medium,Afternoon,Residential Area,Stormy,6.57,31.14,Christmas,5922,66.73,No,1
2021,Dindigul,Robbery,1027,17.71,High,Evening,Industrial Zone,Cloudy,11.38,12.12,No Event,13520,94.54,No,1
2020,Pudukkottai,Drug Offenses,463,15.43,Medium,Evening,Residential Area,Sunny,9.41,11.48,No Event,1887,77.27,No,1
2021,Ramanathapuram,Drug Offenses,504,7.52,Medium,Night,Residential Area,Cloudy,4.99,31.52,No Event,11941,78.19,No,1
2020,Pudukkottai,Domestic Violence,1122,19.68,High,Evening,Urban Area,Stormy,11.14,34.22,No Event,3883,93.97,Yes,4
2020,Namakkal,Murder,188,2.76,Low,Morning,Rural Area,Cloudy,5.7,24.75,Christmas,2382,91.85,No,1
2021,Krishnagiri,Murder,749,17.83,Medium,Morning,Urban Area,Stormy,8.76,25.68,Temple Festival,8740,86.9,No,1
2021,Cuddalore,Burglary,758,10.38,Medium,Morning,Urban Area,Rainy,9.75,34.94,Diwali,12685,83.19,No,1
2021,Tiruvannamalai,Kidnapping,1038,21.62,High,Afternoon,Industrial Zone,Sunny,3.16,33.58,Diwali,6854,76.95,No,1
2020,Namakkal,Theft,1191,45.81,High,Afternoon,Residential Area,Foggy,7.11,13.35,Temple Festival,1089,70.32,No,1
2021,Salem,Fraud,281,4.61,Low,Afternoon,Rural Area,Cloudy,3.3,16.31,Christmas,615,80.28,No,1
2020,Krishnagiri,Drug Offenses,421,14.52,Medium,Night,Urban Area,Foggy,4.22,32.7,Diwali,14161,93.9,No,1
2020,Namakkal,Murder,1107,18.15,High,Morning,Residential Area,Stormy,10.1,11.89,Temple Festival,7789,91.97,No,1
2021,Kanyakumari,Robbery,1072,33.5,High,Morning,Urban Area,Foggy,4.92,28.58,Christmas,2217,82.25,No,1
2019,Villupuram,Theft,332,25.54,Low,Night,Highway,Foggy,4.68,24.98,Christmas,8783,67.49,No,1
2021,Sivagangai,Cyber Crime,61,1.27,Low,Morning,Commercial Area,Foggy,8.82,22.14,Temple Festival,5020,72.41,No,1
2019,Tiruchirappalli,Robbery,696,13.38,Medium,Morning,Commercial Area,Stormy,4.81,19.53,No Event,12617,66.44,No,1
2019,Kanyakumari,Assault,592,12.6,Medium,Morning,Industrial Zone,Sunny,6.21,15.02,No Event,11751,81.99,No,1
2019,Nilgiris,Kidnapping,1154,64.11,High,Afternoon,Commercial Area,Foggy,5.99,12.86,Christmas,12128,78.86,No,1
2021,Salem,Cyber Crime,275,3.31,Low,Morning,Highway,Foggy,10.4,26.28,Christmas,12916,89.39,No,1
2021,Dharmapuri,Drug Offenses,621,15.15,Medium,Night,Urban Area,Foggy,7.87,29.06,Diwali,12252,67.44,No,1
2021,Coimbatore,Burglary,273,5.25,Low,Morning,Residential Area,Sunny,6.86,12.81,Temple Festival,2322,94.35,No,1
2021,Sivagangai,Cyber Crime,123,1.4,Low,Evening,Rural Area,Sunny,9.83,23.05,Independence Day,5083,66.75,No,1
2020,Sivagangai,Cyber Crime,325,4.39,Low,Afternoon,Highway,Cloudy,10.34,31.49,Temple Festival,9572,83.56,No,1
2020,Sivagangai,Murder,519,12.97,Medium,Afternoon,Residential Area,Rainy,10.45,32.52,Temple Festival,3613,82,No,1
2021,Nagapattinam,Robbery,1128,29.68,High,Afternoon,Rural Area,Rainy,5.82,20.09,Temple Festival,2158,73.43,No,1
2021,Madurai,Robbery,357,4.7,Low,Evening,Industrial Zone,Rainy,10.43,11.51,Pongal,2775,66.9,No,1
2020,Perambalur,Fraud,752,17.09,Medium,Morning,Rural Area,Sunny,6.01,29.35,Christmas,3297,92.59,No,1
2021,Karur,Kidnapping,420,13.55,Medium,Morning,Residential Area,Rainy,8.37,24.57,Diwali,10326,89.6,No,1
2020,Tiruvannamalai,Burglary,225,2.45,Low,Afternoon,Residential Area,Cloudy,6.14,12.64,Diwali,12678,88.33,No,1
2021,Nagapattinam,Cyber Crime,401,5.01,Medium,Night,Industrial Zone,Sunny,3.38,26.51,Temple Festival,8265,83.68,No,1
2021,Thoothukudi,Burglary,202,5.32,Low,Morning,Industrial Zone,Stormy,9.65,33.22,Pongal,3876,65.43,No,1
2020,Thanjavur,Robbery,313,4.29,Low,Evening,Commercial Area,Stormy,7.94,24.47,No Event,14625,81.19,No,1
2019,Kanyakumari,Drug Offenses,998,12.96,High,Morning,Commercial Area,Rainy,7.65,33.64,Diwali,13170,90.07,No,1
2019,Dharmapuri,Robbery,167,2.11,Low,Evening,Residential Area,Sunny,8.47,28.53,No Event,3007,77.76,No,1
2021,Madurai,Theft,985,24.02,High,Evening,Rural Area,Stormy,10.45,10.02,Diwali,8344,91.09,No,1
2020,Ramanathapuram,Domestic Violence,307,20.47,Low,Morning,Commercial Area,Sunny,7.88,18.95,Independence Day,6623,68.71,No,1
2021,Sivagangai,Robbery,274,3.08,Low,Night,Highway,Foggy,5.22,12.03,No Event,2264,75.96,No,1
2020,Erode,Fraud,223,3.91,Low,Night,Industrial Zone,Sunny,4.08,30.66,No Event,7535,65.5,No,1
2019,Dharmapuri,Domestic Violence,608,7.24,Medium,Evening,Industrial Zone,Foggy,3.34,30.15,Independence Day,11617,75.93,No,1
2021,Chennai,Robbery,693,7.79,Medium,Afternoon,Urban Area,Stormy,6.18,24.22,No Event,7393,87.15,No,1
2019,Thanjavur,Cyber Crime,1164,21.96,High,Afternoon,Industrial Zone,Cloudy,11.65,33.84,Temple Festival,2354,90.54,No,1
2021,Thanjavur,Theft,129,3.39,Low,Morning,Urban Area,Sunny,6.53,22.93,Independence Day,1144,81.24,No,1
2020,Erode,Assault,920,61.33,High,Evening,Industrial Zone,Cloudy,3.25,10.12,Independence Day,13416,82.58,No,1
2020,Nagapattinam,Domestic Violence,324,5.31,Low,Morning,Rural Area,Sunny,11.42,34.75,Christmas,8794,66.38,No,1
2020,Nagapattinam,Cyber Crime,1003,15.2,High,Morning,Urban Area,Foggy,9.73,16.84,Christmas,7139,66.58,No,1
2021,Theni,Burglary,719,23.97,Medium,Night,Industrial Zone,Rainy,7.62,30.94,Christmas,13709,80.8,No,1
2019,Nilgiris,Kidnapping,895,11.93,High,Evening,Industrial Zone,Sunny,9.18,13.39,Independence Day,4934,88.52,No,1
2020,Perambalur,Burglary,1136,42.07,High,Morning,Urban Area,Sunny,8.56,13.49,Christmas,14976,74.81,No,1
2020,Tiruvannamalai,Domestic Violence,981,10.44,High,Morning,Urban Area,Stormy,9.21,11.77,Christmas,9092,89.53,No,1
2020,Vellore,Burglary,79,1.14,Low,Afternoon,Industrial Zone,Cloudy,6.94,23.75,No Event,5746,91.53,No,1
2021,Pudukkottai,Robbery,170,14.17,Low,Evening,Industrial Zone,Cloudy,8.78,16.04,Christmas,9098,69.93,No,1
2019,Pudukkottai,Drug Offenses,1004,38.62,High,Morning,Urban Area,Rainy,5.67,34.94,Pongal,4943,84.31,No,1
2021,Dindigul,Cyber Crime,179,3.2,Low,Night,Urban Area,Sunny,9.84,22.28,Christmas,2011,90.2,No,1
2020,Tiruvarur,Burglary,1089,25.33,High,Evening,Residential Area,Sunny,11.67,21.49,Christmas,795,70.45,No,1
2020,Tirunelveli,Theft,205,2.23,Low,Morning,Urban Area,Foggy,6.66,34.51,Pongal,14003,80.7,No,1
2021,Virudhunagar,Burglary,549,34.31,Medium,Afternoon,Residential Area,Cloudy,4.46,28.04,Christmas,4805,90.17,No,1
2021,Karur,Murder,443,5.27,Medium,Night,Rural Area,Foggy,3.06,10.6,Pongal,3871,66.72,No,1
2021,Ariyalur,Theft,187,5.19,Low,Morning,Highway,Stormy,9.35,13.42,No Event,14941,71.81,No,1
2021,Nilgiris,Burglary,92,1.84,Low,Night,Rural Area,Foggy,6.44,28.57,No Event,6750,68.6,No,1
2021,Nagapattinam,Fraud,1072,11.65,High,Night,Urban Area,Rainy,3.53,29.49,Pongal,8677,73.79,Yes,2
2021,Tiruchirappalli,Robbery,1037,15.48,High,Evening,Rural Area,Sunny,3.43,30.84,Pongal,2116,76.35,No,1
2019,Ramanathapuram,Drug Offenses,372,8.45,Low,Afternoon,Industrial Zone,Rainy,10.72,23.7,Diwali,5721,81.47,No,1
2020,Chennai,Assault,242,4.75,Low,Night,Commercial Area,Sunny,6.02,32.47,Pongal,4183,80.51,No,1
2019,Virudhunagar,Cyber Crime,765,18.21,Medium,Night,Residential Area,Rainy,6.47,34.2,Temple Festival,14483,88.35,No,1
2020,Theni,Murder,150,3.26,Low,Evening,Residential Area,Rainy,8.8,23.56,Diwali,7331,76.97,No,1
2020,Erode,Burglary,277,6.16,Low,Night,Industrial Zone,Stormy,10.33,10.97,Christmas,4926,81.82,No,1
2020,Madurai,Drug Offenses,1147,15.71,High,Night,Rural Area,Rainy,10.94,23.56,Christmas,12954,83.25,No,1
2021,Dharmapuri,Burglary,358,4.07,Low,Morning,Residential Area,Stormy,7.41,23.23,Diwali,7786,86.45,No,1
2021,Villupuram,Fraud,648,8.1,Medium,Afternoon,Commercial Area,Stormy,6.63,13.86,Christmas,6291,94.87,No,1
2020,Cuddalore,Kidnapping,950,12.18,High,Evening,Residential Area,Sunny,9.52,19.89,No Event,2305,77.95,No,1
2020,Nilgiris,Domestic Violence,702,11.51,Medium,Afternoon,Industrial Zone,Foggy,10.12,13.86,Temple Festival,13159,81.39,No,1
2020,Cuddalore,Theft,784,41.26,Medium,Afternoon,Industrial Zone,Foggy,3.73,19.08,Independence Day,14281,71.33,No,1
2021,Madurai,Robbery,324,3.68,Low,Morning,Industrial Zone,Rainy,11.14,17.34,No Event,4167,72.47,No,1
2019,Madurai,Assault,513,23.32,Medium,Night,Industrial Zone,Rainy,3.5,33.25,Independence Day,4749,69.19,No,1
2020,Krishnagiri,Robbery,1109,15.62,High,Evening,Industrial Zone,Foggy,11.98,32.31,Temple Festival,8615,66.05,No,1
2020,Pudukkottai,Burglary,296,11.38,Low,Morning,Commercial Area,Stormy,8.69,16.14,Independence Day,1315,78.72,No,1
2021,Perambalur,Cyber Crime,257,3.52,Low,Night,Urban Area,Rainy,11.81,10.76,Pongal,6247,77.33,No,1
2019,Tiruchirappalli,Drug Offenses,260,3.88,Low,Afternoon,Rural Area,Foggy,6.41,24.89,Temple Festival,7905,67.92,No,1
2021,Thoothukudi,Drug Offenses,623,7.99,Medium,Night,Industrial Zone,Sunny,9.65,14.45,Christmas,2609,94.32,No,1
2021,Karur,Fraud,456,4.56,Medium,Night,Residential Area,Cloudy,6.87,22.84,Christmas,2438,91.66,No,1
2019,Erode,Fraud,114,1.33,Low,Morning,Highway,Foggy,3.27,15.61,Independence Day,2477,77.09,No,1
2021,Nagapattinam,Drug Offenses,894,28.84,High,Afternoon,Industrial Zone,Stormy,4.12,30.87,Temple Festival,6111,93.66,No,1
2020,Tirunelveli,Domestic Violence,366,3.89,Low,Night,Industrial Zone,Rainy,7.48,14.15,No Event,7966,67.11,No,1
2021,Cuddalore,Fraud,293,4.01,Low,Evening,Rural Area,Stormy,10.29,28.61,No Event,11215,76.71,No,1
2019,Perambalur,Theft,168,4.94,Low,Afternoon,Rural Area,Rainy,7.54,25.68,Christmas,9919,72.7,No,1
2019,Salem,Murder,830,20.24,High,Evening,Industrial Zone,Stormy,11.68,13.09,No Event,11949,86.7,No,1
2019,Tiruvannamalai,Fraud,711,7.65,Medium,Afternoon,Highway,Sunny,3.97,18.73,Pongal,14799,84.33,No,1
2019,Nilgiris,Assault,759,10.54,Medium,Afternoon,Urban Area,Stormy,6.1,15.6,Diwali,6287,84.39,No,1
2021,Kanyakumari,Assault,390,9.29,Low,Night,Residential Area,Rainy,5.6,11.2,No Event,6279,75.41,No,1
2020,Dindigul,Domestic Violence,202,3.16,Low,Evening,Residential Area,Stormy,11.5,26.3,Diwali,9544,76.83,No,1
2020,Tirunelveli,Cyber Crime,1066,38.07,High,Afternoon,Rural Area,Cloudy,8.5,21.02,Pongal,2341,66.31,No,1
2020,Kanyakumari,Robbery,186,2.14,Low,Morning,Commercial Area,Cloudy,7.05,12,Independence Day,3396,78.81,No,1
2020,Krishnagiri,Kidnapping,1121,27.34,High,Afternoon,Highway,Cloudy,5.95,27.3,Diwali,7161,91.73,No,1
2020,Dindigul,Assault,485,5.45,Medium,Morning,Residential Area,Cloudy,4.7,19.49,Diwali,4119,75.08,No,1
2020,Tiruchirappalli,Fraud,452,25.11,Medium,Night,Residential Area,Stormy,11.17,30.77,Diwali,6246,87.3,No,1
2020,Karur,Kidnapping,875,14.83,High,Evening,Commercial Area,Stormy,4.53,32.58,No Event,6031,85.24,Yes,2
2020,Tiruvannamalai,Assault,342,8.34,Low,Evening,Rural Area,Sunny,11.49,17.72,Temple Festival,9486,69.52,No,1
2019,Dharmapuri,Domestic Violence,1076,17.08,High,Night,Highway,Stormy,11.83,25.36,No Event,14964,92.85,No,1
2020,Nilgiris,Burglary,118,1.84,Low,Night,Rural Area,Foggy,8.36,23.81,No Event,9778,70.04,No,1
2020,Theni,Assault,703,70.3,Medium,Morning,Commercial Area,Sunny,8.17,34.03,Temple Festival,14440,77.4,No,1
2020,Tiruvarur,Murder,97,1.05,Low,Evening,Urban Area,Cloudy,7.9,16.17,No Event,12374,80.02,No,1
2019,Thoothukudi,Robbery,907,20.16,High,Afternoon,Industrial Zone,Foggy,6.8,34.12,No Event,6828,94.41,No,1
2021,Sivagangai,Burglary,560,18.06,Medium,Afternoon,Rural Area,Sunny,11.17,19.71,Christmas,3035,68.27,No,1
2021,Dharmapuri,Fraud,1029,34.3,High,Afternoon,Residential Area,Foggy,3.69,18.81,Temple Festival,7051,73.3,No,1
2020,Coimbatore,Cyber Crime,368,4.13,Low,Night,Residential Area,Cloudy,11.32,25.69,Diwali,8208,74.71,No,1
2021,Theni,Burglary,1134,63,High,Morning,Highway,Sunny,9.3,13.83,Pongal,12704,65.92,No,1
2021,Krishnagiri,Fraud,738,18,Medium,Afternoon,Highway,Sunny,9.55,23.02,Diwali,8795,70.69,No,1
2021,Erode,Burglary,353,29.42,Low,Afternoon,Residential Area,Foggy,4.25,34.57,Christmas,9831,76.28,No,1
2020,Thoothukudi,Murder,980,61.25,High,Night,Commercial Area,Foggy,8.59,23.84,Diwali,2913,76.57,Yes,2
2019,Sivagangai,Drug Offenses,957,15.44,High,Afternoon,Rural Area,Rainy,6.49,16.43,Diwali,9194,86.53,No,1
2020,Pudukkottai,Murder,112,1.24,Low,Night,Commercial Area,Sunny,8.37,26.11,Independence Day,1225,68.88,No,1
2021,Tirunelveli,Robbery,1035,41.4,High,Evening,Residential Area,Stormy,5.24,31.74,Diwali,14136,93.19,No,1
2020,Tiruchirappalli,Cyber Crime,1016,13.92,High,Night,Rural Area,Foggy,5.09,34.56,Temple Festival,2371,72.06,No,1
2020,Karur,Fraud,338,3.84,Low,Evening,Commercial Area,Cloudy,8.75,24.46,Diwali,1005,85.62,No,1
2020,Perambalur,Kidnapping,466,5.75,Medium,Morning,Highway,Stormy,5.29,27.75,Pongal,6767,88.76,No,1
2020,Ramanathapuram,Kidnapping,606,14.78,Medium,Evening,Commercial Area,Foggy,4.9,23.15,Pongal,12447,72.32,No,1
2020,Erode,Drug Offenses,528,9.26,Medium,Night,Residential Area,Cloudy,4.8,12.6,No Event,13727,67.98,No,1
2019,Tirunelveli,Cyber Crime,190,3.96,Low,Night,Urban Area,Stormy,3.66,17.37,Independence Day,1370,70.61,No,1
2021,Dindigul,Domestic Violence,824,9.26,High,Afternoon,Rural Area,Cloudy,5.77,14.84,Christmas,10756,89.31,No,1
2021,Villupuram,Robbery,1197,17.87,High,Afternoon,Highway,Sunny,3.57,22.73,Christmas,12520,87.05,No,1
2021,Sivagangai,Burglary,732,12.41,Medium,Evening,Residential Area,Cloudy,11.69,17.24,Pongal,4659,86.42,No,1
2019,Tirunelveli,Kidnapping,629,20.29,Medium,Night,Industrial Zone,Stormy,5.76,33.83,Diwali,9904,87.88,No,1
